7,,,,,,,
,,,,,,,
date,nav,,,,,,
4/8/20,44.245,,851.9,37692.29548,,44.24,37688.056
4/7/20,44.0075,,842.05,37056.49459,,,
4/6/20,43.0964,,,,,,
4/5/20,42.8269,,,,,,
4/4/20,42.8203,,,,,,
4/3/20,42.8138,,,,,,
4/2/20,43.3869,,,,,,
