Fecha,Serie,Moneda,Valor Libro,Valor Económico,Patrimonio Neto,Activo Total,Nº de Aportantes,Nº Aportantes Institucionales,Agencia,date,close
30/10/2016,B,$$,10580.1483,10580.1483,743646884,13696161399,1,0,BLOOMBERG,2016-10-30,10580.1483
31/10/2016,B,$$,10581.4095,10581.4095,743735530,13698147667,1,0,BLOOMBERG,2016-10-31,10581.4095
01/11/2016,B,$$,10582.7471,10582.7471,743829545,13700232922,1,0,BLOOMBERG,2016-11-01,10582.7471
02/11/2016,B,$$,10577.7268,10577.7268,743476684,13694095208,1,0,BLOOMBERG,2016-11-02,10577.7268
03/11/2016,B,$$,10575.5485,10575.5485,743323577,13691633070,1,0,BLOOMBERG,2016-11-03,10575.5485
04/11/2016,B,$$,10576.0996,10576.0996,743362313,13692700822,1,0,BLOOMBERG,2016-11-04,10576.0996
05/11/2016,B,$$,10577.483,10577.483,743459548,13694844990,1,0,BLOOMBERG,2016-11-05,10577.483
06/11/2016,B,$$,10578.8553,10578.8553,743556002,13696974876,1,0,BLOOMBERG,2016-11-06,10578.8553
07/11/2016,B,$$,10579.4473,10579.4473,743597612,13739105884,1,0,BLOOMBERG,2016-11-07,10579.4473
08/11/2016,B,$$,10580.9527,10580.9527,743703422,13734400814,1,0,BLOOMBERG,2016-11-08,10580.9527
09/11/2016,B,$$,10578.8161,10578.8161,743553247,13731986817,1,0,BLOOMBERG,2016-11-09,10578.8161
