Fecha,Serie,Moneda,Valor Libro,Valor Económico,Patrimonio Neto,Activo Total,Nº de Aportantes,Nº Aportantes Institucionales,Agencia,date,close
18/01/2017,B,$$,10893.1257,10893.1257,6113886624,36166941064,4,0,BLOOMBERG,2017-01-18,10893.1257
19/01/2017,B,$$,10894.2178,10894.2178,6114499577,36171449210,4,0,BLOOMBERG,2017-01-19,10894.2178
20/01/2017,B,$$,10895.8656,10895.8656,6115424423,36177801759,4,0,BLOOMBERG,2017-01-20,10895.8656
21/01/2017,B,$$,10897.3134,10897.3134,6116237016,36183491014,4,0,BLOOMBERG,2017-01-21,10897.3134
22/01/2017,B,$$,10898.7613,10898.7613,6117049666,36189180243,4,0,BLOOMBERG,2017-01-22,10898.7613
23/01/2017,B,$$,10901.3297,10901.3297,6118491209,36198588535,4,0,BLOOMBERG,2017-01-23,10901.3297
24/01/2017,B,$$,10902.7671,10902.7671,6119297965,36204243389,4,0,BLOOMBERG,2017-01-24,10902.7671
25/01/2017,B,$$,10904.3517,10904.3517,6120187339,36094184228,4,0,BLOOMBERG,2017-01-25,10904.3517
26/01/2017,B,$$,10905.7295,10905.7295,6120960645,36099624184,4,0,BLOOMBERG,2017-01-26,10905.7295
27/01/2017,B,$$,10907.8779,10907.8779,6122166458,36107612938,4,0,BLOOMBERG,2017-01-27,10907.8779
28/01/2017,B,$$,10909.4081,10909.4081,6123025300,36113557410,4,0,BLOOMBERG,2017-01-28,10909.4081
29/01/2017,B,$$,10910.8773,10910.8773,6123849904,36119299875,4,0,BLOOMBERG,2017-01-29,10910.8773
30/01/2017,B,$$,10912.3684,10912.3684,6124686801,36125114918,4,0,BLOOMBERG,2017-01-30,10912.3684
31/01/2017,B,$$,10912.3853,10912.3853,6124696286,36126053490,4,0,BLOOMBERG,2017-01-31,10912.3853
01/02/2017,B,$$,10912.8908,10912.8908,6124980003,36128608413,4,0,BLOOMBERG,2017-02-01,10912.8908
02/02/2017,B,$$,10914.0797,10914.0797,6125647287,36133423845,4,0,BLOOMBERG,2017-02-02,10914.0797
03/02/2017,B,$$,10916.1321,10916.1321,6126799219,36141095779,4,0,BLOOMBERG,2017-02-03,10916.1321
04/02/2017,B,$$,10917.8143,10917.8143,6127743372,36147543418,4,0,BLOOMBERG,2017-02-04,10917.8143
05/02/2017,B,$$,10919.493,10919.493,6128685561,36153979694,4,0,BLOOMBERG,2017-02-05,10919.493
06/02/2017,B,$$,10921.7855,10921.7855,6129972252,36162446357,4,0,BLOOMBERG,2017-02-06,10921.7855
07/02/2017,B,$$,10923.761,10923.761,6131081023,36169864563,4,0,BLOOMBERG,2017-02-07,10923.761
08/02/2017,B,$$,10925.1477,10925.1477,6131859323,36175335093,4,0,BLOOMBERG,2017-02-08,10925.1477
09/02/2017,B,$$,10927.123,10927.123,6132967982,36153639312,4,0,BLOOMBERG,2017-02-09,10927.123
10/02/2017,B,$$,10928.7362,10928.7362,6133873408,36159859560,4,0,BLOOMBERG,2017-02-10,10928.7362
11/02/2017,B,$$,10930.4452,10930.4452,6134832603,36166396718,4,0,BLOOMBERG,2017-02-11,10930.4452
12/02/2017,B,$$,10932.1533,10932.1533,6135791293,36172931021,4,0,BLOOMBERG,2017-02-12,10932.1533
13/02/2017,B,$$,10933.972,10933.972,6136812059,36179831468,4,0,BLOOMBERG,2017-02-13,10933.972
14/02/2017,B,$$,10935.7682,10935.7682,6137820196,36186657484,4,0,BLOOMBERG,2017-02-14,10935.7682
15/02/2017,B,$$,10937.3007,10937.3007,6138680328,36192611378,4,0,BLOOMBERG,2017-02-15,10937.3007
16/02/2017,B,$$,10938.8919,10938.8919,6139573407,36577744121,4,0,BLOOMBERG,2017-02-16,10938.8919
17/02/2017,B,$$,10941.7072,10941.7072,6141153525,36588048622,4,0,BLOOMBERG,2017-02-17,10941.7072
18/02/2017,B,$$,10943.3568,10943.3568,6142079381,36594456820,4,0,BLOOMBERG,2017-02-18,10943.3568
19/02/2017,B,$$,10945.0064,10945.0064,6143005237,36600865011,4,0,BLOOMBERG,2017-02-19,10945.0064
20/02/2017,B,$$,10946.6387,10946.6387,6143921383,36607215427,4,0,BLOOMBERG,2017-02-20,10946.6387
21/02/2017,B,$$,10948.9583,10948.9583,6495305277,36969298249,4,0,BLOOMBERG,2017-02-21,10948.9583
22/02/2017,B,$$,10950.6389,10950.6389,6496302268,36975873495,4,0,BLOOMBERG,2017-02-22,10950.6389
23/02/2017,B,$$,10952.3634,10952.3634,6497325302,36982597042,7,0,BLOOMBERG,2017-02-23,10952.3634
24/02/2017,B,$$,10955.4587,10955.4587,6499161542,36993946668,5,0,BLOOMBERG,2017-02-24,10955.4587
25/02/2017,B,$$,10957.1254,10957.1254,6500150287,37000475424,5,0,BLOOMBERG,2017-02-25,10957.1254
26/02/2017,B,$$,10958.7912,10958.7912,6501138498,37007001260,5,0,BLOOMBERG,2017-02-26,10958.7912
27/02/2017,B,$$,10960.3301,10960.3301,6502051427,37013099213,5,0,BLOOMBERG,2017-02-27,10960.3301
28/02/2017,B,$$,10962.3398,10962.3398,6503243651,37020785892,5,0,BLOOMBERG,2017-02-28,10962.3398
01/03/2017,B,$$,10964.6322,10964.6322,6504603583,37029426583,5,0,BLOOMBERG,2017-03-01,10964.6322
02/03/2017,B,$$,10966.1976,10966.1976,6505532233,37035614155,5,0,BLOOMBERG,2017-03-02,10966.1976
03/03/2017,B,$$,10967.5156,10967.5156,6506314117,37040966997,5,0,BLOOMBERG,2017-03-03,10967.5156
04/03/2017,B,$$,10968.8248,10968.8248,6507090780,37046290320,5,0,BLOOMBERG,2017-03-04,10968.8248
05/03/2017,B,$$,10970.2055,10970.2055,6507909860,37051854970,5,0,BLOOMBERG,2017-03-05,10970.2055
06/03/2017,B,$$,10972.2893,10972.2893,6509146043,37059792410,5,0,BLOOMBERG,2017-03-06,10972.2893
07/03/2017,B,$$,10974.1654,10974.1654,6510259011,37067029270,5,0,BLOOMBERG,2017-03-07,10974.1654
08/03/2017,B,$$,10975.3752,10975.3752,6510976707,37072017496,5,0,BLOOMBERG,2017-03-08,10975.3752
09/03/2017,B,$$,10977.7331,10977.7331,6512375496,37080880382,5,0,BLOOMBERG,2017-03-09,10977.7331
10/03/2017,B,$$,10979.7056,10979.7056,7020994705,37088439496,5,0,BLOOMBERG,2017-03-10,10979.7056
11/03/2017,B,$$,10981.2663,10981.2663,7021992698,37094612468,5,0,BLOOMBERG,2017-03-11,10981.2663
12/03/2017,B,$$,10982.8262,10982.8262,7022990179,37100782541,5,0,BLOOMBERG,2017-03-12,10982.8262
13/03/2017,B,$$,10985.0583,10985.0583,7024417500,37109221628,5,0,BLOOMBERG,2017-03-13,10985.0583
14/03/2017,B,$$,10987.337,10987.337,7025874619,37091266490,5,0,BLOOMBERG,2017-03-14,10987.337
15/03/2017,B,$$,10989.5461,10989.5461,7027287233,37099628260,5,0,BLOOMBERG,2017-03-15,10989.5461
16/03/2017,B,$$,10990.6211,10990.6211,7027974644,37104162687,5,0,BLOOMBERG,2017-03-16,10990.6211
17/03/2017,B,$$,10993.0061,10993.0061,7029499737,37113118272,5,0,BLOOMBERG,2017-03-17,10993.0061
18/03/2017,B,$$,10994.5288,10994.5288,7030473430,37119164050,5,0,BLOOMBERG,2017-03-18,10994.5288
19/03/2017,B,$$,10996.0532,10996.0532,7031448211,37125215647,5,0,BLOOMBERG,2017-03-19,10996.0532
20/03/2017,B,$$,10997.7742,10997.7742,7032548708,37131930815,5,0,BLOOMBERG,2017-03-20,10997.7742
21/03/2017,B,$$,10999.5998,10999.5998,7033716091,37148844054,5,0,BLOOMBERG,2017-03-21,10999.5998
22/03/2017,B,$$,11001.5852,11001.5852,7034985659,37156453508,5,0,BLOOMBERG,2017-03-22,11001.5852
23/03/2017,B,$$,11002.8905,11002.8905,7035820336,37237711403,5,0,BLOOMBERG,2017-03-23,11002.8905
24/03/2017,B,$$,11004.7698,11004.7698,7037022058,37244977970,5,0,BLOOMBERG,2017-03-24,11004.7698
25/03/2017,B,$$,11006.3081,11006.3081,7038005727,37251091271,5,0,BLOOMBERG,2017-03-25,11006.3081
26/03/2017,B,$$,11007.8455,11007.8455,7038988821,37257201681,5,0,BLOOMBERG,2017-03-26,11007.8455
27/03/2017,B,$$,11010.1136,11010.1136,7040439162,37265783842,5,0,BLOOMBERG,2017-03-27,11010.1136
28/03/2017,B,$$,11011.8533,11011.8533,7041551616,37272578573,5,0,BLOOMBERG,2017-03-28,11011.8533
29/03/2017,B,$$,11013.3147,11013.3147,7042486112,37278432410,5,0,BLOOMBERG,2017-03-29,11013.3147
30/03/2017,B,$$,11014.6753,11014.6753,7043356150,37283945426,5,0,BLOOMBERG,2017-03-30,11014.6753
31/03/2017,B,$$,11015.8789,11015.8789,7044125794,37443839278,5,0,BLOOMBERG,2017-03-31,11015.8789
01/04/2017,B,$$,11017.3637,11017.3637,7045075253,37449797259,5,0,BLOOMBERG,2017-04-01,11017.3637
02/04/2017,B,$$,11018.8485,11018.8485,7046024711,37455755247,5,0,BLOOMBERG,2017-04-02,11018.8485
03/04/2017,B,$$,11020.312,11020.312,7046960549,37461641098,5,0,BLOOMBERG,2017-04-03,11020.312
04/04/2017,B,$$,11022.1584,11022.1584,7048141233,37468827431,5,0,BLOOMBERG,2017-04-04,11022.1584
05/04/2017,B,$$,11023.3918,11023.3918,7048929933,37473931997,5,0,BLOOMBERG,2017-04-05,11023.3918
06/04/2017,B,$$,11024.4611,11024.4611,7049613699,37478479244,5,0,BLOOMBERG,2017-04-06,11024.4611
07/04/2017,B,$$,11026.3342,11026.3342,7050811457,37645864582,5,0,BLOOMBERG,2017-04-07,11026.3342
08/04/2017,B,$$,11027.8599,11027.8599,7051787069,37651988273,5,0,BLOOMBERG,2017-04-08,11027.8599
09/04/2017,B,$$,11029.3868,11029.3868,7052763448,37658116085,5,0,BLOOMBERG,2017-04-09,11029.3868
10/04/2017,B,$$,11030.7811,11030.7811,7053655036,37663791799,5,0,BLOOMBERG,2017-04-10,11030.7811
11/04/2017,B,$$,11032.8811,11032.8811,7054997885,37641995363,5,0,BLOOMBERG,2017-04-11,11032.8811
12/04/2017,B,$$,11034.5726,11034.5726,7056079518,2341826,5,0,11120.0221,2017-04-12,11034.5726
13/04/2017,B,$$,11035.2775,11035.2775,7056530268,37695205024,5,0,BLOOMBERG,2017-04-13,11035.2775
15/04/2017,B,$$,11038.467,11038.467,7058569800,37707939258,5,0,BLOOMBERG,2017-04-15,11038.467
16/04/2017,B,$$,11040.0582,11040.0582,7059587296,37714294763,5,0,BLOOMBERG,2017-04-16,11040.0582
17/04/2017,B,$$,11042.0715,11042.0715,7060874705,37722091451,5,0,BLOOMBERG,2017-04-17,11042.0715
18/04/2017,B,$$,11044.5126,11044.5126,7062435671,37737693672,5,0,BLOOMBERG,2017-04-18,11044.5126
20/04/2017,B,$$,11047.5382,11047.5382,7064370397,37749872026,5,0,BLOOMBERG,2017-04-20,11047.5382
21/04/2017,B,$$,11049.9967,11049.9967,7065942490,37759191285,5,0,BLOOMBERG,2017-04-21,11049.9967
22/04/2017,B,$$,11051.4579,11051.4579,7066876857,37765104579,5,0,BLOOMBERG,2017-04-22,11051.4579
23/04/2017,B,$$,11052.9191,11052.9191,7067811224,37771017856,5,0,BLOOMBERG,2017-04-23,11052.9191
24/04/2017,B,$$,11054.6714,11054.6714,7068931736,37777925702,5,0,BLOOMBERG,2017-04-24,11054.6714
25/04/2017,B,$$,11057.1001,11057.1001,7070484773,37787143773,5,0,BLOOMBERG,2017-04-25,11057.1001
26/04/2017,B,$$,11059.881,11059.881,7072263025,37797564640,5,0,BLOOMBERG,2017-04-26,11059.881
27/04/2017,B,$$,11061.4375,11061.4375,7073258332,37803804252,5,0,BLOOMBERG,2017-04-27,11061.4375
28/04/2017,B,$$,11063.7141,11063.7141,7074714109,37812503486,5,0,BLOOMBERG,2017-04-28,11063.7141
29/04/2017,B,$$,11065.3353,11065.3353,7075750788,37818964382,5,0,BLOOMBERG,2017-04-29,11065.3353
30/04/2017,B,$$,11066.9641,11066.9641,7076792328,37825451195,5,0,BLOOMBERG,2017-04-30,11066.9641
01/05/2017,B,$$,11068.6379,11068.6379,7077862642,37832091876,5,0,BLOOMBERG,2017-05-01,11068.6379
02/05/2017,B,$$,11070.1092,11070.1092,7078803468,37838041289,5,0,BLOOMBERG,2017-05-02,11070.1092
03/05/2017,B,$$,11071.9445,11071.9445,7079977054,37845233774,5,0,BLOOMBERG,2017-05-03,11071.9445
04/05/2017,B,$$,11073.2194,11073.2194,7080792292,37850512629,5,0,BLOOMBERG,2017-05-04,11073.2194
05/05/2017,B,$$,11074.464,11074.464,7081588154,37855687852,5,0,BLOOMBERG,2017-05-05,11074.464
06/05/2017,B,$$,11076.2354,11076.2354,7082720879,37862662553,5,0,BLOOMBERG,2017-05-06,11076.2354
07/05/2017,B,$$,11078.0059,11078.0059,7083853029,37869634309,5,0,BLOOMBERG,2017-05-07,11078.0059
08/05/2017,B,$$,11080.6069,11080.6069,7085516243,37879442681,5,0,BLOOMBERG,2017-05-08,11080.6069
09/05/2017,B,$$,11082.4714,11082.4714,7086708502,38146349709,5,0,BLOOMBERG,2017-05-09,11082.4714
10/05/2017,B,$$,11085.6382,11085.6382,7088733518,38207441043,5,0,BLOOMBERG,2017-05-10,11085.6382
11/05/2017,B,$$,11087.2411,11087.2411,7089758496,38304773361,5,0,BLOOMBERG,2017-05-11,11087.2411
12/05/2017,B,$$,11089.9059,11089.9059,7091462508,38314913895,5,0,BLOOMBERG,2017-05-12,11089.9059
13/05/2017,B,$$,11091.6404,11091.6404,7092571637,38321841434,5,0,BLOOMBERG,2017-05-13,11091.6404
14/05/2017,B,$$,11098.0661,11098.0661,7096680564,38344972110,5,0,BLOOMBERG,2017-05-14,11098.0661
15/05/2017,B,$$,11095.2275,11095.2275,7094865415,38336104624,5,0,BLOOMBERG,2017-05-15,11095.2275
16/05/2017,B,$$,11097.1484,11097.1484,7096093739,38343676625,5,0,BLOOMBERG,2017-05-16,11097.1484
17/05/2017,B,$$,11099.4964,11099.4964,7097595172,38352723409,5,0,BLOOMBERG,2017-05-17,11099.4964
18/05/2017,B,$$,11101.1562,11101.1562,7098656534,38595651295,5,0,BLOOMBERG,2017-05-18,11101.1562
19/05/2017,B,$$,11102.9356,11102.9356,7099794375,38602778208,5,0,BLOOMBERG,2017-05-19,11102.9356
20/05/2017,B,$$,11104.7922,11104.7922,7100981582,38610173775,5,0,BLOOMBERG,2017-05-20,11104.7922
21/05/2017,B,$$,11106.6427,11106.6427,7102164888,38617548350,5,0,BLOOMBERG,2017-05-21,11106.6427
22/05/2017,B,$$,11108.453,11108.453,7103322488,38905118075,5,0,BLOOMBERG,2017-05-22,11108.453
23/05/2017,B,$$,11110.7601,11110.7601,8329303527,40305417377,5,0,BLOOMBERG,2017-05-23,11110.7601
24/05/2017,B,$$,11113.4618,11113.4618,8331328886,40316197462,5,0,BLOOMBERG,2017-05-24,11113.4618
25/05/2017,B,$$,11114.8625,11114.8625,8332378937,41232815729,5,0,BLOOMBERG,2017-05-25,11114.8625
26/05/2017,B,$$,11117.1911,11117.1911,8334124597,41333952649,5,0,BLOOMBERG,2017-05-26,11117.1911
27/05/2017,B,$$,11119.2132,11119.2132,8335640487,41342476600,5,0,BLOOMBERG,2017-05-27,11119.2132
28/05/2017,B,$$,11121.2336,11121.2336,8337155102,41350994060,5,0,BLOOMBERG,2017-05-28,11121.2336
29/05/2017,B,$$,11123.6246,11123.6246,8338947541,41405715659,5,0,BLOOMBERG,2017-05-29,11123.6246
30/05/2017,B,$$,11125.5648,11125.5648,8340402034,41473954987,5,0,BLOOMBERG,2017-05-30,11125.5648
31/05/2017,B,$$,11127.7689,11127.7689,8541964730,42086892802,5,0,BLOOMBERG,2017-05-31,11127.7689
01/06/2017,B,$$,11129.471,11129.471,8543271306,42277328299,5,0,BLOOMBERG,2017-06-01,11129.471
02/06/2017,B,$$,11131.2425,11131.2425,8544631155,42801414507,5,0,BLOOMBERG,2017-06-02,11131.2425
03/06/2017,B,$$,11133.1215,11133.1215,8546073525,42809679715,5,0,BLOOMBERG,2017-06-03,11133.1215
04/06/2017,B,$$,11135.0004,11135.0004,8547515817,42817944936,5,0,BLOOMBERG,2017-06-04,11135.0004
05/06/2017,B,$$,11137.4064,11137.4064,8549362725,42828235469,5,0,BLOOMBERG,2017-06-05,11137.4064
06/06/2017,B,$$,11139.3419,11139.3419,8550848465,42869048807,5,0,BLOOMBERG,2017-06-06,11139.3419
07/06/2017,B,$$,11142.64,11142.64,8553380173,42952676611,5,0,BLOOMBERG,2017-06-07,11142.64
08/06/2017,B,$$,11144.1205,11144.1205,8554516643,43021915010,5,0,BLOOMBERG,2017-06-08,11144.1205
09/06/2017,B,$$,11146.7409,11146.7409,8556528130,43416369067,5,0,BLOOMBERG,2017-06-09,11146.7409
10/06/2017,B,$$,11148.5998,11148.5998,8557955070,43424663190,5,0,BLOOMBERG,2017-06-10,11148.5998
11/06/2017,B,$$,11150.4586,11150.4586,8559381933,43432957330,5,0,BLOOMBERG,2017-06-11,11150.4586
12/06/2017,B,$$,11152.3099,11152.3099,8560803039,43586936471,5,0,BLOOMBERG,2017-06-12,11152.3099
13/06/2017,B,$$,11153.9261,11153.9261,8562043676,43690093509,5,0,BLOOMBERG,2017-06-13,11153.9261
14/06/2017,B,$$,11156.8862,11156.8862,8564315926,44012882001,5,0,BLOOMBERG,2017-06-14,11156.8862
15/06/2017,B,$$,11157.8064,11157.8064,8565022296,44174798618,5,0,BLOOMBERG,2017-06-15,11157.8064
16/06/2017,B,$$,11158.2061,11158.2061,8565329116,44677496128,5,0,BLOOMBERG,2017-06-16,11158.2061
17/06/2017,B,$$,11160.0014,11160.0014,8566707235,44685773842,5,0,BLOOMBERG,2017-06-17,11160.0014
18/06/2017,B,$$,11161.7966,11161.7966,8568085277,44694051551,5,0,BLOOMBERG,2017-06-18,11161.7966
19/06/2017,B,$$,11163.44,11163.44,8971409248,45103793478,5,0,BLOOMBERG,2017-06-19,11163.44
20/06/2017,B,$$,11165.3836,11165.3836,8972971207,45112745338,5,0,BLOOMBERG,2017-06-20,11165.3836
21/06/2017,B,$$,11167.371,11167.371,8974568365,45121873968,5,0,BLOOMBERG,2017-06-21,11167.371
22/06/2017,B,$$,11169.1783,11169.1783,8976020787,46020446756,5,0,BLOOMBERG,2017-06-22,11169.1783
23/06/2017,B,$$,11171.3575,11171.3575,8977772084,46430920795,5,0,BLOOMBERG,2017-06-23,11171.3575
24/06/2017,B,$$,11173.3854,11173.3854,8979401790,46440396862,5,0,BLOOMBERG,2017-06-24,11173.3854
25/06/2017,B,$$,11175.4133,11175.4133,8981031495,46449872935,5,0,BLOOMBERG,2017-06-25,11175.4133
26/06/2017,B,$$,11177.441,11177.441,8982661040,46058967614,5,0,BLOOMBERG,2017-06-26,11177.441
27/06/2017,B,$$,11179.442,11179.442,8984269128,46798808904,5,0,BLOOMBERG,2017-06-27,11179.442
28/06/2017,B,$$,11181.5579,11181.5579,8985969554,46808804259,5,0,BLOOMBERG,2017-06-28,11181.5579
29/06/2017,B,$$,11183.5918,11183.5918,8987604081,46818456953,5,0,BLOOMBERG,2017-06-29,11183.5918
30/06/2017,B,$$,11185.5712,11185.5712,8989194810,46827881645,5,0,BLOOMBERG,2017-06-30,11185.5712
01/07/2017,B,$$,11187.54,11187.54,8990777021,46837262033,5,0,BLOOMBERG,2017-07-01,11187.54
02/07/2017,B,$$,11189.4737,11189.4737,8992331023,46846496125,5,0,BLOOMBERG,2017-07-02,11189.4737
03/07/2017,B,$$,11190.6279,11190.6279,8993258587,46852469168,5,0,BLOOMBERG,2017-07-03,11190.6279
04/07/2017,B,$$,11192.7281,11192.7281,8994946396,46862400103,5,0,BLOOMBERG,2017-07-04,11192.7281
05/07/2017,B,$$,11194.7622,11194.7622,8996581084,46872054392,5,0,BLOOMBERG,2017-07-05,11194.7622
06/07/2017,B,$$,11196.8568,11196.8568,8998264392,46881962284,5,0,BLOOMBERG,2017-07-06,11196.8568
07/07/2017,B,$$,11198.7602,11198.7602,8999794045,47022736202,5,0,BLOOMBERG,2017-07-07,11198.7602
08/07/2017,B,$$,11200.6802,11200.6802,9001337037,47031939462,5,0,BLOOMBERG,2017-07-08,11200.6802
09/07/2017,B,$$,11202.6009,11202.6009,9002880592,47041146213,5,0,BLOOMBERG,2017-07-09,11202.6009
10/07/2017,B,$$,11204.2765,11204.2765,9004227175,47103322634,5,0,BLOOMBERG,2017-07-10,11204.2765
11/07/2017,B,$$,11205.9051,11205.9051,9005535986,47532373007,5,0,BLOOMBERG,2017-07-11,11205.9051
12/07/2017,B,$$,11207.0811,11207.0811,9006481069,47538521889,5,0,BLOOMBERG,2017-07-12,11207.0811
13/07/2017,B,$$,11208.4518,11208.4518,9496349579,48202919334,5,0,BLOOMBERG,2017-07-13,11208.4518
14/07/2017,B,$$,11210.0192,11210.0192,9497677557,49266538477,6,0,BLOOMBERG,2017-07-14,11210.0192
15/07/2017,B,$$,11211.8732,11211.8732,9499248357,49275888271,6,0,BLOOMBERG,2017-07-15,11211.8732
16/07/2017,B,$$,11213.7272,11213.7272,9500819156,49285238109,6,0,BLOOMBERG,2017-07-16,11213.7272
17/07/2017,B,$$,11215.9135,11215.9135,9502671497,49512333812,6,0,BLOOMBERG,2017-07-17,11215.9135
18/07/2017,B,$$,11217.644,11217.644,7619293028,49652852111,6,0,BLOOMBERG,2017-07-18,11217.644
19/07/2017,B,$$,11219.6493,11219.6493,7620655076,49662938010,5,0,BLOOMBERG,2017-07-19,11219.6493
20/07/2017,B,$$,11220.6958,11220.6958,7621365884,49668782299,5,0,BLOOMBERG,2017-07-20,11220.6958
21/07/2017,B,$$,11221.3461,11221.3461,7621807583,49672873284,5,0,BLOOMBERG,2017-07-21,11221.3461
22/07/2017,B,$$,11223.1791,11223.1791,7623052601,49682197245,5,0,BLOOMBERG,2017-07-22,11223.1791
23/07/2017,B,$$,11225.0112,11225.0112,7624297007,49691517418,5,0,BLOOMBERG,2017-07-23,11225.0112
24/07/2017,B,$$,11227.0604,11227.0604,7625688873,49701798433,5,0,BLOOMBERG,2017-07-24,11227.0604
25/07/2017,B,$$,11229.1683,11229.1683,7627120609,49712339605,5,0,BLOOMBERG,2017-07-25,11229.1683
26/07/2017,B,$$,11231.1495,11231.1495,7628466288,49722319843,5,0,BLOOMBERG,2017-07-26,11231.1495
27/07/2017,B,$$,11233.1106,11233.1106,7629798314,49732211680,5,0,BLOOMBERG,2017-07-27,11233.1106
28/07/2017,B,$$,11238.1059,11238.1059,7633191242,49755528048,5,0,BLOOMBERG,2017-07-28,11238.1059
29/07/2017,B,$$,11239.996,11239.996,7634475043,49765106644,5,0,BLOOMBERG,2017-07-29,11239.996
30/07/2017,B,$$,11241.8861,11241.8861,7635758844,49774685252,5,0,BLOOMBERG,2017-07-30,11241.8861
31/07/2017,B,$$,11243.8154,11243.8154,7637069271,49784437286,5,0,BLOOMBERG,2017-07-31,11243.8154
01/08/2017,B,$$,11246.0642,11246.0642,7638596710,50252500016,5,0,BLOOMBERG,2017-08-01,11246.0642
02/08/2017,B,$$,11247.6608,11247.6608,7639681159,50591713558,5,0,BLOOMBERG,2017-08-02,11247.6608
03/08/2017,B,$$,11249.7625,11249.7625,7641108684,50791882485,5,0,BLOOMBERG,2017-08-03,11249.7625
04/08/2017,B,$$,11250.492,11250.492,7641604178,50957056015,5,0,BLOOMBERG,2017-08-04,11250.492
05/08/2017,B,$$,11252.4139,11252.4139,7642909579,50966998535,5,0,BLOOMBERG,2017-08-05,11252.4139
06/08/2017,B,$$,11254.3192,11254.3192,7644203704,50976865980,5,0,BLOOMBERG,2017-08-06,11254.3192
07/08/2017,B,$$,11256.8408,11256.8408,7645916436,51032949958,5,0,BLOOMBERG,2017-08-07,11256.8408
08/08/2017,B,$$,11257.7844,11257.7844,7646557351,52781380210,5,0,BLOOMBERG,2017-08-08,11257.7844
09/08/2017,B,$$,11260.0674,11260.0674,7648108020,52907522706,5,0,BLOOMBERG,2017-08-09,11260.0674
10/08/2017,B,$$,11261.7319,11261.7319,7649238588,52916629039,5,0,BLOOMBERG,2017-08-10,11261.7319
11/08/2017,B,$$,11263.5468,11263.5468,7650471312,53062077468,5,0,BLOOMBERG,2017-08-11,11263.5468
12/08/2017,B,$$,11265.5011,11265.5011,7651798719,53072579263,5,0,BLOOMBERG,2017-08-12,11265.5011
13/08/2017,B,$$,11267.4564,11267.4564,7653126806,53083085168,5,0,BLOOMBERG,2017-08-13,11267.4564
14/08/2017,B,$$,11269.3163,11269.3163,7654390095,53203488196,5,0,BLOOMBERG,2017-08-14,11269.3163
15/08/2017,B,$$,11271.2607,11271.2607,7655710778,53213965199,5,0,BLOOMBERG,2017-08-15,11271.2607
16/08/2017,B,$$,11273.0784,11273.0784,7656945403,53238839978,5,0,BLOOMBERG,2017-08-16,11273.0784
