date,nav
2019-09-22T00:00:00,58.1899
2019-09-21T00:00:00,58.181
2019-09-20T00:00:00,58.1721
2019-09-19T00:00:00,58.0985
2019-09-18T00:00:00,58.3065
2019-09-17T00:00:00,58.363
2019-09-16T00:00:00,58.2756
2019-09-15T00:00:00,58.2732
2019-09-14T00:00:00,58.2642
2019-09-13T00:00:00,58.2552
2019-09-12T00:00:00,58.4225
2019-09-11T00:00:00,58.1749
2019-09-10T00:00:00,58.0991
2019-09-09T00:00:00,57.6662
2019-09-08T00:00:00,58.0571
2019-09-07T00:00:00,58.0478
2019-09-06T00:00:00,58.0386
2019-06-05T00:00:00,57.5624
2019-09-04T00:00:00,57.3774
2019-09-03T00:00:00,56.4113
2019-09-02T00:00:00,56.2217
2019-09-01T00:00:00,56.7758
2019-08-31T00:00:00,56.7655
2019-08-30T00:00:00,56.7536
2019-08-29T00:00:00,56.3217
2019-08-28T00:00:00,56.6717
2019-08-27T00:00:00,57.1352
2019-08-26T00:00:00,57.5106
2019-08-25T00:00:00,57.8764
2019-08-24T00:00:00,57.8681
2019-08-23T00:00:00,57.8588
2019-08-22T00:00:00,58.3476
2019-08-21T00:00:00,58.6562
2019-08-20T00:00:00,58.1757
2019-08-19T00:00:00,58.1662
2019-08-18T00:00:00,58.8344
2019-08-17T00:00:00,58.825
2019-08-16T00:00:00,58.8106
2019-08-15T00:00:00,58.4417
2019-08-14T00:00:00,58.1854
2019-08-13T00:00:00,59.7996
2019-08-12T00:00:00,59.7382
2019-08-11T00:00:00,62.1784
2019-08-10T00:00:00,62.1623
2019-08-09T00:00:00,62.153
2019-08-08T00:00:00,62.223
2019-08-07T00:00:00,61.2352
2019-08-06T00:00:00,61.3679
2019-08-05T00:00:00,61.075
2019-08-04T00:00:00,62.5859
2019-08-03T00:00:00,62.5754
2019-08-02T00:00:00,62.5648
2019-08-01T00:00:00,63.1798
2019-07-31T00:00:00,63.7764
2019-07-30T00:00:00,63.903
2019-07-29T00:00:00,64.0139
2019-07-28T00:00:00,64.2423
2019-07-27T00:00:00,64.2334
2019-07-26T00:00:00,64.2246
2019-07-25T00:00:00,64.1908
2019-07-24T00:00:00,64.3763
2019-07-23T00:00:00,64.3222
2019-07-22T00:00:00,64.7196
2019-07-21T00:00:00,64.7553
2019-07-20T00:00:00,64.7464
2019-07-19T00:00:00,64.7375
2019-07-18T00:00:00,64.7786
2019-07-17T00:00:00,64.3422
2019-07-16T00:00:00,64.2598
2019-07-15T00:00:00,64.5968
2019-07-14T00:00:00,64.7324
2019-07-13T00:00:00,64.7238
2019-07-12T00:00:00,64.6858
2019-07-11T00:00:00,64.4502
2019-07-10T00:00:00,64.1391
2019-07-09T00:00:00,63.809
2019-07-08T00:00:00,64.0329
2019-07-07T00:00:00,63.9182
2019-07-06T00:00:00,63.9096
2019-07-05T00:00:00,63.8635
2019-07-04T00:00:00,63.9675
2019-07-03T00:00:00,63.7039
2019-07-02T00:00:00,63.2328
2019-07-01T00:00:00,63.1273
2019-06-30T00:00:00,62.6961
2019-06-29T00:00:00,62.6868
2019-06-28T00:00:00,62.6794
2019-06-27T00:00:00,62.5415
2019-06-16T00:00:00,62.2157
2019-06-25T00:00:00,62.2157
2019-06-24T00:00:00,62.3226
2019-06-23T00:00:00,62.3437
2019-06-22T00:00:00,62.3284
2019-06-21T00:00:00,62.3201
2019-06-20T00:00:00,62.1982
2019-06-19T00:00:00,61.6977
2019-06-18T00:00:00,61.3192
2019-06-17T00:00:00,60.8151
2019-06-16T00:00:00,60.9063
2019-06-15T00:00:00,60.8985
2019-06-14T00:00:00,60.8907
2019-06-13T00:00:00,61.0128
2019-06-12T00:00:00,60.8758
2019-06-11T00:00:00,60.8077
2019-06-10T00:00:00,60.2655
2019-06-09T00:00:00,59.6905
2019-06-08T00:00:00,59.6829
2019-06-07T00:00:00,59.675
2019-06-06T00:00:00,59.444
2019-06-05T00:00:00,59.3954
2019-06-04T00:00:00,59.5857
2019-06-03T00:00:00,58.6546
2019-06-02T00:00:00,58.4466
2019-06-01T00:00:00,58.4372
2019-05-31T00:00:00,58.4278
2019-05-30T00:00:00,58.7573
2019-05-29T00:00:00,58.8033
2019-05-28T00:00:00,58.3841
2019-05-27T00:00:00,58.4165
2019-05-26T00:00:00,58.529
2019-05-25T00:00:00,58.5213
2019-05-24T00:00:00,58.5136
2019-05-23T00:00:00,58.278
2019-05-22T00:00:00,58.6027
2019-05-21T00:00:00,58.8523
2019-05-20T00:00:00,58.3354
2019-05-19T00:00:00,58.004
2019-05-18T00:00:00,57.9964
2019-05-17T00:00:00,57.9887
2019-05-16T00:00:00,58.563
2019-05-15T00:00:00,58.6397
2019-05-14T00:00:00,58.5835
2019-05-13T00:00:00,58.3133
2019-05-12T00:00:00,58.8523
2019-05-11T00:00:00,58.8445
2019-05-10T00:00:00,58.8301
2019-05-09T00:00:00,58.6095
2019-05-08T00:00:00,58.7616
2019-05-07T00:00:00,58.6087
2019-05-06T00:00:00,58.9068
2019-05-05T00:00:00,59.1029
2019-05-04T00:00:00,59.0939
2019-05-03T00:00:00,59.0849
2019-05-02T00:00:00,58.6285
2019-05-01T00:00:00,59.1527
2019-04-30T00:00:00,59.1016
2019-04-29T00:00:00,58.955
2019-04-28T00:00:00,59.0205
2019-04-27T00:00:00,59.0129
2019-04-26T00:00:00,59.0052
2019-04-25T00:00:00,58.7695
2019-04-24T00:00:00,59.0359
2019-04-23T00:00:00,60.0712
2019-04-22T00:00:00,60.28
2019-04-21T00:00:00,60.4825
2019-04-20T00:00:00,60.4749
2019-04-19T00:00:00,60.4673
2019-04-18T00:00:00,60.4275
2019-04-17T00:00:00,60.3913
2019-04-16T00:00:00,60.3881
2019-04-15T00:00:00,60.7851
2019-04-14T00:00:00,60.9911
2019-04-13T00:00:00,60.9836
2019-04-12T00:00:00,60.976
2019-04-11T00:00:00,60.7085
2019-04-10T00:00:00,60.9119
2019-04-09T00:00:00,60.6143
2019-04-08T00:00:00,60.59
2019-04-07T00:00:00,60.2388
2019-04-06T00:00:00,60.2296
2019-04-05T00:00:00,60.2221
2019-04-04T00:00:00,60.163
2019-04-03T00:00:00,60.0416
2019-04-02T00:00:00,60.0161
2019-04-01T00:00:00,60.0283
2019-03-31T00:00:00,59.1199
2019-03-30T00:00:00,59.1137
2019-03-29T00:00:00,59.1046
2019-03-28T00:00:00,59.1065
2019-03-27T00:00:00,58.5535
2019-03-26T00:00:00,59.8733
2019-03-25T00:00:00,60.2167
2019-03-24T00:00:00,59.9635
2019-03-23T00:00:00,59.9555
2019-03-22T00:00:00,59.9476
2019-03-21T00:00:00,61.3759
2019-03-20T00:00:00,61.47
2019-03-19T00:00:00,61.1442
2019-03-18T00:00:00,61.0932
2019-03-17T00:00:00,60.6225
2019-03-16T00:00:00,60.6156
2019-03-15T00:00:00,60.6087
2019-03-14T00:00:00,59.927
2019-03-13T00:00:00,60.0648
2019-03-12T00:00:00,59.9978
2019-03-11T00:00:00,59.6474
2019-03-10T00:00:00,59.2722
2019-03-09T00:00:00,59.2754
2019-03-08T00:00:00,59.2679
2019-03-07T00:00:00,59.0964
2019-03-06T00:00:00,59.9381
2019-03-05T00:00:00,60.5649
2019-03-04T00:00:00,60.5031
2019-03-03T00:00:00,60.5189
2019-03-02T00:00:00,60.5094
2019-03-01T00:00:00,60.4999
2019-02-28T00:00:00,60.8319
2019-02-27T00:00:00,61.188
2019-02-26T00:00:00,60.8641
2019-02-25T00:00:00,60.813
2019-02-24T00:00:00,60.6517
2019-02-23T00:00:00,60.6446
2019-02-22T00:00:00,60.6375
2019-02-21T00:00:00,60.3518
2019-02-20T00:00:00,60.5756
2019-02-19T00:00:00,60.777
2019-02-18T00:00:00,60.5825
2019-02-17T00:00:00,60.7642
2019-02-16T00:00:00,60.7428
2019-02-15T00:00:00,60.7355
2019-02-14T00:00:00,60.4439
2019-02-13T00:00:00,60.0426
2019-02-12T00:00:00,60.5297
2019-02-11T00:00:00,60.1375
2019-02-10T00:00:00,60.6527
2019-02-09T00:00:00,60.6455
2019-02-08T00:00:00,60.6344
2019-02-07T00:00:00,60.7497
2019-02-06T00:00:00,60.967
2019-02-05T00:00:00,61.5618
2019-02-04T00:00:00,61.2119
2019-02-03T00:00:00,61.1395
2019-02-02T00:00:00,61.131
2019-02-01T00:00:00,61.1226
2019-01-31T00:00:00,60.9074
2019-01-30T00:00:00,60.1329
2019-01-29T00:00:00,60.043
2019-01-28T00:00:00,59.7514
2019-01-27T00:00:00,59.8696
2019-01-26T00:00:00,59.8626
2019-01-25T00:00:00,59.8556
2019-01-24T00:00:00,59.6613
2019-01-23T00:00:00,59.5807
2019-01-22T00:00:00,59.1591
2019-01-21T00:00:00,59.4359
2019-01-20T00:00:00,59.5494
2019-01-19T00:00:00,59.5422
2019-01-18T00:00:00,59.5351
2019-01-17T00:00:00,59.4359
2019-01-16T00:00:00,59.5794
2019-01-15T00:00:00,59.4471
2019-01-14T00:00:00,59.5385
2019-01-13T00:00:00,59.1868
2019-01-12T00:00:00,59.1797
2019-01-11T00:00:00,59.1726
2019-01-10T00:00:00,59.0803
2019-01-09T00:00:00,58.9101
2019-01-08T00:00:00,58.3508
2019-01-07T00:00:00,58.1347
2019-01-06T00:00:00,58.0465
2019-01-05T00:00:00,58.0396
2019-01-04T00:00:00,58.0326
2019-01-03T00:00:00,57.0867
2019-01-02T00:00:00,56.8389
2019-01-01T00:00:00,56.1509
2018-12-31T00:00:00,56.1216
2018-12-30T00:00:00,56.1068
2018-12-29T00:00:00,56.0982
2018-12-28T00:00:00,56.0917
2018-12-27T00:00:00,55.9326
2018-12-26T00:00:00,55.3746
2018-12-25T00:00:00,55.5075
2018-12-24T00:00:00,55.5202
2018-12-23T00:00:00,55.6048
2018-12-22T00:00:00,55.5905
2018-12-21T00:00:00,55.5835
2018-12-20T00:00:00,55.9191
2018-12-19T00:00:00,55.3553
2018-12-18T00:00:00,55.301
2018-12-17T00:00:00,55.3006
2018-12-16T00:00:00,55.228
2018-12-15T00:00:00,55.2208
2018-12-14T00:00:00,55.2136
2018-12-13T00:00:00,55.2718
2018-12-12T00:00:00,55.5562
2018-12-11T00:00:00,54.9941
2018-12-10T00:00:00,54.7812
2018-12-09T00:00:00,55.0339
2018-12-08T00:00:00,55.0263
2018-12-07T00:00:00,55.0183
2018-12-06T00:00:00,54.8381
2018-12-05T00:00:00,54.9979
2018-12-04T00:00:00,55.0597
2018-12-03T00:00:00,55.5698
2018-12-02T00:00:00,55.0044
2018-12-01T00:00:00,54.9952
2018-11-30T00:00:00,54.9862
2018-11-29T00:00:00,55.1078
2018-11-28T00:00:00,54.7612
2018-11-27T00:00:00,54.3643
2018-11-26T00:00:00,53.9839
2018-11-25T00:00:00,55.0576
2018-11-24T00:00:00,55.045
2018-11-23T00:00:00,55.0376
2018-11-22T00:00:00,55.532
2018-11-21T00:00:00,55.5739
2018-11-20T00:00:00,55.6286
2018-11-19T00:00:00,55.8851
2018-11-18T00:00:00,56.3456
2018-11-17T00:00:00,56.3379
2018-11-16T00:00:00,56.3301
2018-11-15T00:00:00,55.7454
2018-11-14T00:00:00,55.7345
2018-11-13T00:00:00,55.6407
2018-11-12T00:00:00,56.2141
2018-11-11T00:00:00,56.6444
2018-11-10T00:00:00,56.6365
2018-11-09T00:00:00,56.6287
2018-11-08T00:00:00,56.5605
2018-11-07T00:00:00,57.0507
2018-11-06T00:00:00,56.8185
2018-11-05T00:00:00,56.7046
2018-11-04T00:00:00,56.5592
2018-11-03T00:00:00,56.5489
2018-11-02T00:00:00,56.5386
2018-11-01T00:00:00,56.144
2018-10-31T00:00:00,55.5933
2018-10-30T00:00:00,55.8784
2018-10-29T00:00:00,55.9053
2018-10-28T00:00:00,57.2296
2018-10-27T00:00:00,57.2211
2018-10-26T00:00:00,57.2126
2018-10-25T00:00:00,56.7415
2018-10-24T00:00:00,56.4559
2018-10-23T00:00:00,57.2625
2018-10-22T00:00:00,57.3969
2018-10-21T00:00:00,57.3649
2018-10-20T00:00:00,57.3567
2018-10-19T00:00:00,57.3485
2018-10-18T00:00:00,57.3208
2018-10-17T00:00:00,57.9864
2018-10-16T00:00:00,57.9354
2018-10-15T00:00:00,57.1681
2018-10-14T00:00:00,56.8847
2018-10-13T00:00:00,56.877
2018-10-12T00:00:00,56.8692
2018-10-11T00:00:00,56.5701
2018-10-10T00:00:00,56.4974
2018-10-09T00:00:00,56.9812
2018-10-08T00:00:00,56.5795
2018-10-07T00:00:00,56.0162
2018-10-06T00:00:00,56.0094
2018-10-05T00:00:00,55.9981
2018-10-04T00:00:00,55.5517
2018-10-03T00:00:00,55.7104
2018-10-02T00:00:00,55.5297
2018-10-01T00:00:00,55.3067
2018-09-30T00:00:00,54.7464
2018-09-29T00:00:00,54.7388
2018-09-28T00:00:00,54.7307
2018-09-27T00:00:00,54.9157
2018-09-26T00:00:00,54.6101
2018-09-25T00:00:00,54.1327
2018-09-24T00:00:00,54.2887
2018-09-23T00:00:00,54.3405
2018-09-22T00:00:00,54.334
2018-09-21T00:00:00,54.3274
2018-09-20T00:00:00,53.8156
2018-09-19T00:00:00,53.208
2018-09-18T00:00:00,53.0083
2018-09-17T00:00:00,52.9476
2018-09-16T00:00:00,52.7007
2018-09-15T00:00:00,52.6941
2018-09-14T00:00:00,52.6876
2018-09-13T00:00:00,52.6618
2018-09-12T00:00:00,52.5452
2018-09-11T00:00:00,52.2944
2018-09-10T00:00:00,52.5891
2018-09-09T00:00:00,52.884
2018-09-08T00:00:00,52.8776
2018-09-07T00:00:00,52.8711
2018-09-06T00:00:00,52.6872
2018-09-05T00:00:00,52.1159
2018-09-04T00:00:00,51.9856
2018-09-03T00:00:00,52.6313
2018-09-02T00:00:00,53.3875
2018-09-01T00:00:00,53.3796
2018-08-31T00:00:00,53.372
2018-08-30T00:00:00,52.9419
2018-08-29T00:00:00,54.2561
2018-08-28T00:00:00,54.6425
2018-08-27T00:00:00,55.4299
2018-08-26T00:00:00,55.0899
2018-08-25T00:00:00,55.0834
2018-08-24T00:00:00,55.0768
2018-08-23T00:00:00,54.9044
2018-08-22T00:00:00,55.6285
2018-08-21T00:00:00,55.3732
2018-08-20T00:00:00,55.4717
2018-08-19T00:00:00,55.8864
2018-08-18T00:00:00,55.8799
2018-08-17T00:00:00,55.8733
2018-08-16T00:00:00,55.8078
2018-08-15T00:00:00,55.6027
2018-08-14T00:00:00,56.1812
2018-08-13T00:00:00,55.6698
2018-08-12T00:00:00,56.5364
2018-08-11T00:00:00,56.5297
2018-08-10T00:00:00,56.523
2018-08-09T00:00:00,57.8566
2018-08-08T00:00:00,58.4908
2018-08-07T00:00:00,58.7397
2018-08-06T00:00:00,58.6213
2018-08-05T00:00:00,58.6033
2018-08-04T00:00:00,58.5967
2018-08-03T00:00:00,58.59
2018-08-02T00:00:00,58.1192
2018-08-01T00:00:00,58.1673
2018-07-31T00:00:00,58.1963
2018-07-30T00:00:00,58.5573
2018-07-29T00:00:00,58.428
2018-07-28T00:00:00,58.4214
2018-07-27T00:00:00,58.4147
2018-07-26T00:00:00,58.1522
2018-07-25T00:00:00,58.1932
2018-07-24T00:00:00,57.5206
2018-07-23T00:00:00,57.284
2018-07-22T00:00:00,57.272
2018-07-21T00:00:00,57.2654
2018-07-20T00:00:00,57.2588
2018-07-19T00:00:00,56.6237
2018-07-18T00:00:00,56.9209
2018-07-17T00:00:00,56.907
2018-07-16T00:00:00,56.8743
2018-07-15T00:00:00,56.9051
2018-07-14T00:00:00,56.8988
2018-07-13T00:00:00,56.8925
2018-07-12T00:00:00,56.574
2018-07-11T00:00:00,56.5323
2018-07-10T00:00:00,57.2108
2018-07-09T00:00:00,56.4036
2018-07-08T00:00:00,56.4495
2018-07-07T00:00:00,56.4429
2018-07-06T00:00:00,56.4363
2018-07-05T00:00:00,55.861
2018-07-04T00:00:00,55.6905
2018-07-03T00:00:00,55.6444
2018-07-02T00:00:00,54.8518
2018-07-01T00:00:00,54.9741
2018-06-30T00:00:00,54.9666
2018-06-29T00:00:00,54.78
2018-06-28T00:00:00,55.2472
2018-06-27T00:00:00,54.8675
2018-06-26T00:00:00,55.523
2018-06-25T00:00:00,55.5628
2018-06-24T00:00:00,55.4312
2018-06-23T00:00:00,55.4251
2018-06-22T00:00:00,55.419
2018-06-21T00:00:00,54.9557
2018-06-20T00:00:00,54.9015
2018-06-19T00:00:00,54.7814
2018-06-18T00:00:00,54.788
2018-06-17T00:00:00,54.7378
2018-06-16T00:00:00,54.7316
2018-06-15T00:00:00,54.7254
2018-06-14T00:00:00,54.398
2018-06-13T00:00:00,55.3211
2018-06-12T00:00:00,55.5103
2018-06-11T00:00:00,55.6863
2018-06-10T00:00:00,56.0468
2018-06-09T00:00:00,56.0401
2018-06-08T00:00:00,56.0238
2018-06-07T00:00:00,54.7454
2018-06-06T00:00:00,55.4917
2018-06-05T00:00:00,55.6732
2018-06-04T00:00:00,56.5027
2018-06-03T00:00:00,56.5323
2018-06-02T00:00:00,56.5242
2018-06-01T00:00:00,56.5161
2018-05-31T00:00:00,56.8319
2018-05-30T00:00:00,57.0521
2018-05-29T00:00:00,57.072
2018-05-28T00:00:00,57.7641
2018-05-27T00:00:00,58.2508
2018-05-26T00:00:00,58.244
2018-05-25T00:00:00,58.2371
2018-05-24T00:00:00,58.431
2018-05-23T00:00:00,58.6267
2018-05-22T00:00:00,58.5237
2018-05-21T00:00:00,57.9645
2018-05-20T00:00:00,57.3742
2018-05-19T00:00:00,57.3674
2018-05-18T00:00:00,57.3606
2018-05-17T00:00:00,58.2202
2018-05-16T00:00:00,58.7239
2018-05-15T00:00:00,58.7181
2018-05-14T00:00:00,58.9207
2018-05-13T00:00:00,59.9065
2018-05-12T00:00:00,59.8995
2018-05-11T00:00:00,59.8924
2018-05-10T00:00:00,60.5667
2018-05-09T00:00:00,59.6256
2018-05-08T00:00:00,60.0928
2018-05-07T00:00:00,61.0076
2018-05-06T00:00:00,61.3849
2018-05-05T00:00:00,61.3779
2018-05-04T00:00:00,61.3708
2018-05-03T00:00:00,61.1601
2018-05-02T00:00:00,61.9859
2018-05-01T00:00:00,62.9506
2018-04-30T00:00:00,63.2324
2018-04-29T00:00:00,63.6423
2018-04-28T00:00:00,63.6352
2018-04-27T00:00:00,63.6282
2018-04-26T00:00:00,63.2249
2018-04-25T00:00:00,63.2648
2018-04-24T00:00:00,63.4618
2018-04-23T00:00:00,63.3779
2018-04-22T00:00:00,64.3725
2018-04-21T00:00:00,64.3649
2018-04-20T00:00:00,64.3572
2018-04-19T00:00:00,64.7431
2018-04-18T00:00:00,65.2603
2018-04-17T00:00:00,64.973
2018-04-16T00:00:00,64.8703
2018-04-15T00:00:00,64.7237
2018-04-14T00:00:00,64.7166
2018-04-13T00:00:00,64.7094
2018-04-12T00:00:00,64.6089
2018-04-11T00:00:00,64.5674
2018-04-10T00:00:00,64.143
2018-04-09T00:00:00,64.0001
2018-04-08T00:00:00,64.3316
2018-04-07T00:00:00,64.3249
2018-04-06T00:00:00,64.3182
2018-04-05T00:00:00,64.6542
2018-04-04T00:00:00,64.6222
2018-04-03T00:00:00,64.4767
2018-04-02T00:00:00,64.4351
2018-04-01T00:00:00,64.6356
2018-03-31T00:00:00,64.6277
2018-03-30T00:00:00,64.6215
2018-03-29T00:00:00,64.6235
2018-03-28T00:00:00,64.2913
2018-03-27T00:00:00,64.0976
2018-03-26T00:00:00,64.0607
2018-03-25T00:00:00,63.636
2018-03-24T00:00:00,63.6296
2018-03-23T00:00:00,63.6233
2018-03-22T00:00:00,63.5422
2018-03-21T00:00:00,63.8828
2018-03-20T00:00:00,63.1483
2018-03-19T00:00:00,63.4307
2018-03-18T00:00:00,63.5448
2018-03-17T00:00:00,63.5387
2018-03-16T00:00:00,63.5325
2018-03-15T00:00:00,63.3661
2018-03-14T00:00:00,63.7676
2018-03-13T00:00:00,63.7545
2018-03-12T00:00:00,63.7243
2018-03-11T00:00:00,63.5102
2018-03-10T00:00:00,63.5041
2018-03-09T00:00:00,63.4979
2018-03-08T00:00:00,63.2283
2018-03-07T00:00:00,63.2735
2018-03-06T00:00:00,63.5677
2018-03-05T00:00:00,63.3509
2018-03-04T00:00:00,63.2102
2018-03-03T00:00:00,63.2024
2018-03-02T00:00:00,63.1945
2018-03-01T00:00:00,63.1738
2018-02-28T00:00:00,63.2776
2018-02-27T00:00:00,63.1197
2018-02-26T00:00:00,63.4195
2018-02-25T00:00:00,63.4707
2018-02-24T00:00:00,63.4645
2018-02-23T00:00:00,63.4583
2018-02-22T00:00:00,63.1739
2018-02-21T00:00:00,62.89
2018-02-20T00:00:00,63.0348
2018-02-19T00:00:00,63.3293
2018-02-18T00:00:00,63.3982
2018-02-17T00:00:00,63.392
2018-02-16T00:00:00,63.3791
2018-02-15T00:00:00,63.265
2018-02-14T00:00:00,62.9094
2018-02-13T00:00:00,62.3114
2018-02-12T00:00:00,62.4441
