date,nav
2015-01-30T00:00:00,57.9217
2015-01-29T00:00:00,58.7784
2015-01-28T00:00:00,59.2762
2015-01-27T00:00:00,59.3099
2015-01-26T00:00:00,59.2278
2015-01-23T00:00:00,59.1021
2015-01-22T00:00:00,59.1933
2015-01-21T00:00:00,58.7918
2015-01-20T00:00:00,58.8928
2015-01-19T00:00:00,58.8878
2015-01-16T00:00:00,59.0388
2015-01-15T00:00:00,58.5204
2015-01-14T00:00:00,58.7836
2015-01-13T00:00:00,58.3985
2015-01-12T00:00:00,58.3956
2015-01-09T00:00:00,58.4237
2015-01-08T00:00:00,58.3938
2015-01-07T00:00:00,57.9007
2015-01-06T00:00:00,57.4298
2015-01-05T00:00:00,57.3988
2015-01-02T00:00:00,57.9149
2014-12-31T00:00:00,58.1819
2014-12-30T00:00:00,58.1641
2014-12-29T00:00:00,57.9425
2014-12-26T00:00:00,58.2337
2014-12-24T00:00:00,58.1352
2014-12-23T00:00:00,58.1048
2014-12-22T00:00:00,58.3719
2014-12-19T00:00:00,47.647
2014-12-18T00:00:00,58.3161
2014-12-17T00:00:00,57.0781
2014-12-16T00:00:00,56.9016
2014-12-15T00:00:00,57.1679
2014-12-12T00:00:00,57.6348
2014-12-11T00:00:00,57.7499
2014-12-10T00:00:00,58.4369
2014-12-09T00:00:00,59.1329
2014-12-05T00:00:00,59.5602
2014-12-04T00:00:00,60.1594
2014-12-03T00:00:00,60.4236
2014-12-02T00:00:00,60.2424
2014-12-01T00:00:00,60.7003
2014-11-28T00:00:00,61.46
2014-11-27T00:00:00,62.4779
2014-11-26T00:00:00,62.6864
2014-11-25T00:00:00,62.5695
2014-11-24T00:00:00,62.4311
2014-11-21T00:00:00,62.6976
2014-11-20T00:00:00,61.9881
2014-11-19T00:00:00,62.0128
2014-11-18T00:00:00,62.0341
2014-11-17T00:00:00,61.7214
2014-11-14T00:00:00,61.8487
2014-11-13T00:00:00,61.7967
2014-11-12T00:00:00,62.3546
2014-11-11T00:00:00,62.364
2014-11-10T00:00:00,62.5271
2014-11-07T00:00:00,62.6796
2014-11-06T00:00:00,62.3904
2014-11-05T00:00:00,63.079
2014-11-04T00:00:00,63.1134
2014-11-03T00:00:00,63.2943
2014-10-31T00:00:00,63.7654
2014-10-30T00:00:00,64.2909
2014-10-29T00:00:00,63.8605
2014-10-28T00:00:00,63.8127
2014-10-27T00:00:00,62.9883
2014-10-24T00:00:00,63.3157
2014-10-23T00:00:00,63.1243
2014-10-22T00:00:00,63.2174
2014-10-21T00:00:00,63.3172
2014-10-20T00:00:00,63.2806
2014-10-17T00:00:00,63.7314
2014-10-16T00:00:00,63.1062
2014-10-15T00:00:00,63.3129
2014-10-14T00:00:00,64.0938
2014-10-13T00:00:00,64.0864
2014-10-10T00:00:00,63.7073
2014-10-09T00:00:00,64.0654
2014-10-08T00:00:00,64.3159
2014-10-07T00:00:00,63.8785
2014-10-06T00:00:00,63.6579
2014-10-03T00:00:00,63.2335
2014-10-02T00:00:00,63.2964
2014-10-01T00:00:00,63.0351
2014-09-30T00:00:00,63.3685
2014-09-29T00:00:00,63.1711
2014-09-28T00:00:00,63.6726
2014-09-27T00:00:00,63.6709
2014-09-26T00:00:00,63.669
2014-09-25T00:00:00,63.7519
2014-09-24T00:00:00,64.3133
2014-09-23T00:00:00,64.0548
2014-09-22T00:00:00,64.2369
2014-09-21T00:00:00,64.8118
2014-09-20T00:00:00,64.8101
2014-09-19T00:00:00,64.8083
2014-09-18T00:00:00,64.8048
2014-09-17T00:00:00,64.8357
2014-09-16T00:00:00,65.1404
2014-09-15T00:00:00,64.7301
2014-09-14T00:00:00,64.6371
2014-09-13T00:00:00,64.6353
2014-09-12T00:00:00,64.6334
2014-09-11T00:00:00,65.1847
2014-09-10T00:00:00,65.3181
2014-09-09T00:00:00,65.3376
2014-09-08T00:00:00,65.8428
2014-09-07T00:00:00,66.3077
2014-09-06T00:00:00,66.3068
2014-09-05T00:00:00,66.3071
2014-09-04T00:00:00,66.1051
2014-09-03T00:00:00,66.2858
2014-09-02T00:00:00,66.0645
2014-09-01T00:00:00,66.1036
2014-08-31T00:00:00,66.0248
2014-08-30T00:00:00,66.0239
2014-08-29T00:00:00,66.0229
2014-08-28T00:00:00,65.833
2014-08-27T00:00:00,65.7335
2014-08-26T00:00:00,65.61
2014-08-25T00:00:00,65.3056
2014-08-24T00:00:00,65.4412
2014-08-23T00:00:00,65.4405
2014-08-22T00:00:00,65.4399
2014-08-21T00:00:00,65.571
2014-08-20T00:00:00,65.5688
2014-08-19T00:00:00,65.8983
2014-08-18T00:00:00,65.9123
2014-08-17T00:00:00,65.8265
2014-08-16T00:00:00,65.8259
2014-08-15T00:00:00,65.8253
2014-08-14T00:00:00,65.8367
2014-08-13T00:00:00,65.6579
2014-08-12T00:00:00,65.7022
2014-08-11T00:00:00,65.3858
2014-08-10T00:00:00,65.1287
2014-08-09T00:00:00,65.1281
2014-08-08T00:00:00,65.1275
2014-08-07T00:00:00,64.9536
2014-08-06T00:00:00,65.1575
2014-08-05T00:00:00,64.9268
2014-08-04T00:00:00,65.2945
2014-08-03T00:00:00,65.3725
2014-08-02T00:00:00,65.372
2014-08-01T00:00:00,65.3715
2014-07-31T00:00:00,65.34
2014-07-30T00:00:00,65.5644
2014-07-29T00:00:00,65.811
2014-07-28T00:00:00,66.0111
2014-07-27T00:00:00,66.1223
2014-07-26T00:00:00,66.1217
2014-07-25T00:00:00,66.1212
2014-07-24T00:00:00,66.1476
2014-07-23T00:00:00,66.1569
2014-07-22T00:00:00,66.1431
2014-07-21T00:00:00,65.9638
2014-07-20T00:00:00,65.9716
2014-07-19T00:00:00,65.9709
2014-07-18T00:00:00,65.9704
2014-07-17T00:00:00,65.6233
2014-07-16T00:00:00,66.0491
2014-07-15T00:00:00,65.8279
2014-07-14T00:00:00,65.8898
2014-07-13T00:00:00,65.7996
2014-07-12T00:00:00,65.7991
2014-07-11T00:00:00,65.7984
2014-07-10T00:00:00,65.8042
2014-07-09T00:00:00,65.8325
2014-07-08T00:00:00,65.8014
2014-07-07T00:00:00,65.5981
2014-07-06T00:00:00,65.8015
2014-07-05T00:00:00,65.8006
2014-07-04T00:00:00,65.7998
2014-07-03T00:00:00,65.8779
2014-07-02T00:00:00,65.6008
2014-07-01T00:00:00,65.8416
2014-06-30T00:00:00,65.4662
2014-06-29T00:00:00,65.5798
2014-06-28T00:00:00,65.5789
2014-06-27T00:00:00,65.5782
2014-06-26T00:00:00,65.3834
2014-06-25T00:00:00,65.3523
2014-06-24T00:00:00,65.0309
2014-06-23T00:00:00,65.1379
2014-06-22T00:00:00,65.0945
2014-06-21T00:00:00,65.0938
2014-06-20T00:00:00,65.0928
2014-06-19T00:00:00,64.9642
2014-06-18T00:00:00,65.0138
2014-06-17T00:00:00,64.4129
2014-06-16T00:00:00,64.8018
2014-06-15T00:00:00,64.9659
2014-06-14T00:00:00,64.9651
2014-06-13T00:00:00,64.9643
2014-06-12T00:00:00,65.0227
2014-06-11T00:00:00,64.9101
2014-06-10T00:00:00,64.8796
2014-06-09T00:00:00,64.7716
2014-06-08T00:00:00,64.803
2014-06-07T00:00:00,64.8016
2014-06-06T00:00:00,64.8005
2014-06-05T00:00:00,64.656
2014-06-04T00:00:00,64.2223
2014-06-03T00:00:00,64.2439
2014-06-02T00:00:00,64.3046
2014-06-01T00:00:00,64.5808
2014-05-31T00:00:00,64.5797
2014-05-30T00:00:00,64.5785
2014-05-29T00:00:00,64.6284
2014-05-28T00:00:00,64.3761
2014-05-27T00:00:00,64.1816
2014-05-26T00:00:00,64.2432
2014-05-25T00:00:00,64.284
2014-05-24T00:00:00,64.2831
2014-05-23T00:00:00,64.282
2014-05-22T00:00:00,64.275
2014-05-21T00:00:00,64.1582
2014-05-20T00:00:00,64.0114
2014-05-19T00:00:00,64.0802
2014-05-18T00:00:00,63.9503
2014-05-17T00:00:00,63.9493
2014-05-16T00:00:00,63.9483
2014-05-15T00:00:00,63.7444
2014-05-14T00:00:00,63.9294
2014-05-13T00:00:00,63.7527
2014-05-12T00:00:00,63.7216
2014-05-11T00:00:00,63.8177
2014-05-10T00:00:00,63.8177
2014-05-09T00:00:00,63.8166
2014-05-08T00:00:00,63.8084
2014-05-07T00:00:00,63.6289
2014-05-06T00:00:00,63.2972
2014-05-05T00:00:00,63.0867
2014-05-04T00:00:00,63.2362
2014-05-03T00:00:00,63.2352
2014-05-02T00:00:00,63.2341
2014-05-01T00:00:00,62.9604
2014-04-30T00:00:00,62.8588
2014-04-29T00:00:00,62.6832
2014-04-28T00:00:00,62.6423
2014-04-27T00:00:00,62.432
2014-04-26T00:00:00,62.431
2014-04-25T00:00:00,62.4137
2014-04-24T00:00:00,62.6642
2014-04-23T00:00:00,62.6728
2014-04-22T00:00:00,62.5804
2014-04-21T00:00:00,62.732
2014-04-20T00:00:00,62.6375
2014-04-19T00:00:00,62.6365
2014-04-18T00:00:00,62.6354
2014-04-17T00:00:00,62.6344
2014-04-16T00:00:00,62.5514
2014-04-15T00:00:00,62.4471
2014-04-14T00:00:00,62.7889
2014-04-13T00:00:00,62.6692
2014-04-12T00:00:00,62.6682
2014-04-11T00:00:00,62.667
2014-04-10T00:00:00,62.7102
2014-04-09T00:00:00,62.9157
2014-04-08T00:00:00,62.6077
2014-04-07T00:00:00,62.5046
2014-04-06T00:00:00,62.1864
2014-04-05T00:00:00,62.1856
2014-04-04T00:00:00,62.1849
2014-04-03T00:00:00,61.5036
2014-04-02T00:00:00,61.5654
2014-04-01T00:00:00,61.6764
2014-03-31T00:00:00,61.5699
2014-03-30T00:00:00,61.4562
2014-03-29T00:00:00,61.4554
2014-03-28T00:00:00,61.4547
2014-03-27T00:00:00,61.4565
2014-03-26T00:00:00,60.9198
2014-03-25T00:00:00,60.7407
2014-03-24T00:00:00,60.4127
2014-03-23T00:00:00,60.2901
2014-03-22T00:00:00,60.2909
2014-03-21T00:00:00,60.2918
2014-03-20T00:00:00,60.1367
2014-03-19T00:00:00,59.9088
2014-03-18T00:00:00,60.0849
2014-03-17T00:00:00,59.971
2014-03-16T00:00:00,59.8024
2014-03-15T00:00:00,59.8017
2014-03-14T00:00:00,59.8009
2014-03-13T00:00:00,59.5157
2014-03-12T00:00:00,59.632
2014-03-11T00:00:00,59.5878
2014-03-10T00:00:00,59.8208
2014-03-09T00:00:00,59.9809
2014-03-08T00:00:00,59.9804
2014-03-07T00:00:00,59.9799
2014-03-06T00:00:00,60.1707
2014-03-05T00:00:00,59.954
2014-03-04T00:00:00,59.6037
2014-03-03T00:00:00,59.4563
2014-03-02T00:00:00,59.7365
2014-03-01T00:00:00,59.7361
2014-02-28T00:00:00,59.7355
2014-02-27T00:00:00,59.3185
2014-02-26T00:00:00,58.9849
2014-02-25T00:00:00,59.2747
2014-02-24T00:00:00,59.1112
2014-02-23T00:00:00,59.1666
2014-02-22T00:00:00,59.1678
2014-02-21T00:00:00,59.1689
2014-02-20T00:00:00,58.848
2014-02-19T00:00:00,58.578
2014-02-18T00:00:00,58.7918
2014-02-17T00:00:00,58.8609
2014-02-16T00:00:00,58.8636
2014-02-15T00:00:00,58.8631
2014-02-14T00:00:00,58.8625
2014-02-13T00:00:00,58.6783
2014-02-12T00:00:00,58.3247
2014-02-11T00:00:00,58.4783
2014-02-10T00:00:00,58.2708
2014-02-09T00:00:00,58.6005
2014-02-08T00:00:00,58.5997
2014-02-07T00:00:00,58.5988
2014-02-06T00:00:00,58.5477
2014-02-05T00:00:00,58.3592
2014-02-04T00:00:00,58.3085
2014-02-03T00:00:00,57.7414
2014-02-02T00:00:00,58.3
2014-02-01T00:00:00,58.2992
2014-01-31T00:00:00,58.2983
2014-01-30T00:00:00,58.5282
2014-01-29T00:00:00,58.3657
2014-01-28T00:00:00,58.8319
2014-01-27T00:00:00,58.5835
2014-01-26T00:00:00,58.6324
2014-01-25T00:00:00,58.633
2014-01-24T00:00:00,58.6337
2014-01-23T00:00:00,58.8697
2014-01-22T00:00:00,59.32
2014-01-21T00:00:00,59.5788
2014-01-20T00:00:00,59.8005
2014-01-19T00:00:00,59.8048
2014-01-18T00:00:00,59.8055
2014-01-17T00:00:00,59.8061
2014-01-16T00:00:00,59.7115
2014-01-15T00:00:00,59.8438
2014-01-14T00:00:00,60.0731
2014-01-13T00:00:00,60.0609
2014-01-12T00:00:00,60.1322
2014-01-11T00:00:00,60.1329
2014-01-10T00:00:00,60.1336
2014-01-09T00:00:00,59.6741
2014-01-08T00:00:00,59.6165
2014-01-07T00:00:00,59.9193
2014-01-06T00:00:00,59.7239
2014-01-05T00:00:00,59.724
2014-01-04T00:00:00,59.7249
2014-01-03T00:00:00,59.7258
2014-01-02T00:00:00,59.5291
2014-01-01T00:00:00,59.9593
2013-12-31T00:00:00,59.9601
2013-12-30T00:00:00,59.8492
2013-12-29T00:00:00,60.0882
2013-12-28T00:00:00,60.0875
2013-12-27T00:00:00,60.0868
2013-12-26T00:00:00,60.0667
2013-12-25T00:00:00,60.203
2013-12-24T00:00:00,60.2032
2013-12-23T00:00:00,60.2312
2013-12-22T00:00:00,59.9722
2013-12-21T00:00:00,59.973
2013-12-20T00:00:00,59.9738
2013-12-19T00:00:00,60.1095
2013-12-18T00:00:00,60.4464
2013-12-17T00:00:00,60.3729
2013-12-16T00:00:00,60.4166
2013-12-15T00:00:00,60.4747
2013-12-14T00:00:00,60.4755
2013-12-13T00:00:00,60.4763
2013-12-12T00:00:00,60.288
2013-12-11T00:00:00,60.1251
2013-12-10T00:00:00,60.673
2013-12-09T00:00:00,60.6489
2013-12-08T00:00:00,60.279
2013-12-07T00:00:00,60.2801
2013-12-06T00:00:00,60.2813
2013-12-05T00:00:00,59.7739
2013-12-04T00:00:00,59.4832
2013-12-03T00:00:00,59.5683
2013-12-02T00:00:00,59.6428
2013-12-01T00:00:00,59.847
2013-11-30T00:00:00,59.8466
2013-11-29T00:00:00,59.8462
2013-11-28T00:00:00,60.1319
2013-11-27T00:00:00,59.9978
2013-11-26T00:00:00,60.3592
2013-11-25T00:00:00,60.3816
2013-11-24T00:00:00,60.4892
2013-11-23T00:00:00,60.4903
2013-11-22T00:00:00,60.4915
2013-11-21T00:00:00,60.1975
2013-11-20T00:00:00,60.459
2013-11-19T00:00:00,60.742
2013-11-18T00:00:00,60.913
2013-11-17T00:00:00,60.402
2013-11-16T00:00:00,60.4044
2013-11-15T00:00:00,60.2813
2013-11-14T00:00:00,60.2813
2013-11-13T00:00:00,59.9176
2013-11-12T00:00:00,59.6037
2013-11-11T00:00:00,59.7176
2013-11-09T00:00:00,59.8748
2013-11-08T00:00:00,59.8755
2013-11-07T00:00:00,59.9656
2013-11-06T00:00:00,60.2075
2013-11-05T00:00:00,60.1683
2013-11-04T00:00:00,60.9161
2013-11-03T00:00:00,60.7271
2013-11-02T00:00:00,60.7262
2013-11-01T00:00:00,60.7253
2013-10-31T00:00:00,60.9485
2013-10-30T00:00:00,61.4108
2013-10-29T00:00:00,61.4251
2013-10-28T00:00:00,61.5572
2013-10-27T00:00:00,61.4517
2013-10-26T00:00:00,61.4524
2013-10-25T00:00:00,61.453
2013-10-24T00:00:00,61.1663
2013-10-23T00:00:00,61.2479
2013-10-22T00:00:00,61.5601
2013-10-21T00:00:00,61.266
2013-10-20T00:00:00,61.4778
2013-10-19T00:00:00,61.4785
2013-10-18T00:00:00,61.4791
2013-10-17T00:00:00,61.6581
2013-10-16T00:00:00,61.1805
2013-10-15T00:00:00,61.0515
2013-10-14T00:00:00,60.9814
2013-10-13T00:00:00,60.9695
2013-10-12T00:00:00,60.9702
2013-10-11T00:00:00,60.9708
2013-10-10T00:00:00,60.7753
2013-10-09T00:00:00,60.3022
2013-10-08T00:00:00,60.1998
2013-10-07T00:00:00,60.2949
2013-10-06T00:00:00,60.3055
2013-10-05T00:00:00,60.3064
2013-10-04T00:00:00,60.3078
2013-10-03T00:00:00,60.1589
2013-10-02T00:00:00,60.2799
2013-10-01T00:00:00,59.9179
2013-09-30T00:00:00,59.9685
2013-09-29T00:00:00,59.578
2013-09-28T00:00:00,59.5791
2013-09-27T00:00:00,59.5817
2013-09-26T00:00:00,59.9941
2013-09-25T00:00:00,60.2566
2013-09-24T00:00:00,60.6707
2013-09-23T00:00:00,60.8564
2013-09-22T00:00:00,60.4134
2013-09-21T00:00:00,60.4144
2013-09-20T00:00:00,60.4154
2013-09-19T00:00:00,60.8128
2013-09-18T00:00:00,60.6078
2013-09-17T00:00:00,59.5861
2013-09-16T00:00:00,59.2421
2013-09-15T00:00:00,59.0303
2013-09-14T00:00:00,59.0313
2013-09-13T00:00:00,59.0323
2013-09-12T00:00:00,58.9982
2013-09-11T00:00:00,59.2561
2013-09-10T00:00:00,59.1097
2013-09-09T00:00:00,58.8624
2013-09-08T00:00:00,58.3149
2013-09-07T00:00:00,58.3158
2013-09-06T00:00:00,58.3168
2013-09-05T00:00:00,57.8044
2013-09-04T00:00:00,57.7411
2013-09-03T00:00:00,57.6093
2013-09-02T00:00:00,57.6893
2013-09-01T00:00:00,57.5227
2013-08-31T00:00:00,57.5236
2013-08-30T00:00:00,57.5246
2013-08-29T00:00:00,58.0027
2013-08-28T00:00:00,58.3681
2013-08-27T00:00:00,58.2188
2013-08-26T00:00:00,58.2783
2013-08-25T00:00:00,58.8934
2013-08-24T00:00:00,58.8928
2013-08-23T00:00:00,58.8922
2013-08-22T00:00:00,58.0908
2013-08-21T00:00:00,57.8893
2013-08-20T00:00:00,58.8868
2013-08-19T00:00:00,58.7366
2013-08-18T00:00:00,59.0416
2013-08-17T00:00:00,59.0425
2013-08-16T00:00:00,59.0433
2013-08-15T00:00:00,59.6492
2013-08-14T00:00:00,60.0892
2013-08-13T00:00:00,60.2202
2013-08-12T00:00:00,60.55
2013-08-11T00:00:00,60.9764
2013-08-10T00:00:00,60.9773
2013-08-09T00:00:00,60.9782
2013-08-08T00:00:00,60.7927
2013-08-07T00:00:00,60.3588
2013-08-06T00:00:00,60.5538
2013-08-05T00:00:00,60.495
2013-08-04T00:00:00,60.4256
2013-08-03T00:00:00,60.4262
2013-08-02T00:00:00,60.4267
2013-08-01T00:00:00,60.0531
2013-07-31T00:00:00,60.348
2013-07-30T00:00:00,60.2146
2013-07-29T00:00:00,60.4547
2013-07-28T00:00:00,60.7225
2013-07-27T00:00:00,60.7231
2013-07-26T00:00:00,60.7236
2013-07-25T00:00:00,60.8882
2013-07-24T00:00:00,60.8562
2013-07-23T00:00:00,61.3921
2013-07-22T00:00:00,61.1126
2013-07-21T00:00:00,60.9432
2013-07-20T00:00:00,60.9422
2013-07-19T00:00:00,60.9413
2013-07-18T00:00:00,61.2176
2013-07-17T00:00:00,61.3675
2013-07-16T00:00:00,60.8161
2013-07-15T00:00:00,60.8968
2013-07-14T00:00:00,60.2181
2013-07-13T00:00:00,60.2172
2013-07-12T00:00:00,60.2162
2013-07-11T00:00:00,60.3258
2013-07-10T00:00:00,59.8979
2013-07-09T00:00:00,60.2177
2013-07-08T00:00:00,60.2449
2013-07-07T00:00:00,60.0043
2013-07-06T00:00:00,60.0055
2013-07-05T00:00:00,60.0068
2013-07-04T00:00:00,60.4861
2013-07-03T00:00:00,60.2639
2013-07-02T00:00:00,60.2335
2013-07-01T00:00:00,60.4608
2013-06-30T00:00:00,60.3495
2013-06-29T00:00:00,60.3509
2013-06-28T00:00:00,60.3522
2013-06-27T00:00:00,60.7541
2013-06-26T00:00:00,60.4482
2013-06-25T00:00:00,60.2825
2013-06-24T00:00:00,59.9691
2013-06-23T00:00:00,60.0878
2013-06-22T00:00:00,60.0891
2013-06-21T00:00:00,60.0904
2013-06-20T00:00:00,60.043
2013-06-19T00:00:00,61.0551
2013-06-18T00:00:00,62.0171
2013-06-17T00:00:00,62.4198
2013-06-16T00:00:00,62.7616
2013-06-15T00:00:00,62.7629
2013-06-14T00:00:00,62.7642
2013-06-13T00:00:00,62.9448
2013-06-12T00:00:00,62.1801
2013-06-11T00:00:00,62.489
2013-06-10T00:00:00,62.5046
2013-06-09T00:00:00,63.0278
2013-06-08T00:00:00,63.0292
2013-06-07T00:00:00,63.0305
2013-06-06T00:00:00,62.9713
2013-06-05T00:00:00,63.1595
2013-06-04T00:00:00,63.6866
2013-06-03T00:00:00,63.6623
2013-06-02T00:00:00,63.3995
2013-06-01T00:00:00,63.4009
2013-05-31T00:00:00,63.4026
2013-05-30T00:00:00,64.1733
2013-05-29T00:00:00,64.6107
2013-05-28T00:00:00,65.0636
2013-05-27T00:00:00,65.7658
2013-05-26T00:00:00,65.9343
2013-05-25T00:00:00,65.9356
2013-05-24T00:00:00,65.9369
2013-05-23T00:00:00,66.2473
2013-05-22T00:00:00,66.3589
2013-05-21T00:00:00,66.7118
2013-05-20T00:00:00,66.8213
2013-05-19T00:00:00,66.8207
2013-05-18T00:00:00,66.8204
2013-05-17T00:00:00,66.8201
2013-05-16T00:00:00,67.1738
2013-05-15T00:00:00,67.2215
2013-05-14T00:00:00,67.3658
2013-05-13T00:00:00,67.5084
2013-05-12T00:00:00,67.468
2013-05-11T00:00:00,67.4678
2013-05-10T00:00:00,67.4676
2013-05-09T00:00:00,67.6759
2013-05-08T00:00:00,67.8062
2013-05-07T00:00:00,67.7114
2013-05-06T00:00:00,67.5136
2013-05-05T00:00:00,67.5342
2013-05-04T00:00:00,67.5334
2013-05-03T00:00:00,67.5326
2013-05-02T00:00:00,67.2775
2013-05-01T00:00:00,67.2121
2013-04-30T00:00:00,67.2791
2013-04-29T00:00:00,66.9271
2013-04-28T00:00:00,67.0856
2013-04-27T00:00:00,67.0846
2013-04-26T00:00:00,67.0836
2013-04-25T00:00:00,67.0311
2013-04-24T00:00:00,66.84
2013-04-23T00:00:00,68.3114
2013-04-22T00:00:00,68.2065
2013-04-21T00:00:00,68.3388
2013-04-20T00:00:00,68.3379
2013-04-19T00:00:00,68.3445
2013-04-18T00:00:00,68.2303
2013-04-17T00:00:00,68.534
2013-04-16T00:00:00,68.9002
2013-04-15T00:00:00,68.5144
2013-04-14T00:00:00,69.2958
2013-04-13T00:00:00,69.2949
2013-04-12T00:00:00,69.2939
2013-04-11T00:00:00,69.2522
2013-04-10T00:00:00,69.2023
2013-04-09T00:00:00,69.0179
2013-04-08T00:00:00,68.7533
2013-04-07T00:00:00,68.769
2013-04-06T00:00:00,68.7683
2013-04-05T00:00:00,68.7676
2013-04-04T00:00:00,68.04
2013-04-03T00:00:00,67.9288
2013-04-02T00:00:00,68.0849
2013-04-01T00:00:00,67.845
2013-03-31T00:00:00,67.883
2013-03-30T00:00:00,67.8824
2013-03-29T00:00:00,67.8816
2013-03-28T00:00:00,67.8808
2013-03-27T00:00:00,67.841
2013-03-26T00:00:00,67.8005
2013-03-25T00:00:00,67.7779
2013-03-24T00:00:00,67.7835
2013-03-23T00:00:00,67.7826
2013-03-22T00:00:00,67.7819
2013-03-21T00:00:00,67.5743
2013-03-20T00:00:00,67.983
2013-03-19T00:00:00,67.8512
2013-03-18T00:00:00,67.9096
2013-03-17T00:00:00,67.8619
2013-03-16T00:00:00,67.8612
2013-03-15T00:00:00,67.8603
2013-03-14T00:00:00,67.9855
2013-03-13T00:00:00,67.967
2013-03-12T00:00:00,67.8911
2013-03-11T00:00:00,67.5751
2013-03-10T00:00:00,67.4432
2013-03-09T00:00:00,67.4424
2013-03-08T00:00:00,67.4414
2013-03-07T00:00:00,67.0225
2013-03-06T00:00:00,66.7631
2013-03-05T00:00:00,66.9053
2013-03-04T00:00:00,66.6286
2013-03-03T00:00:00,66.4845
2013-03-02T00:00:00,66.4836
2013-03-01T00:00:00,66.4826
2013-02-28T00:00:00,66.4314
2013-02-27T00:00:00,66.4565
2013-02-26T00:00:00,66.0905
2013-02-25T00:00:00,66.2412
2013-02-24T00:00:00,66.6804
2013-02-23T00:00:00,66.6795
2013-02-22T00:00:00,66.6786
2013-02-21T00:00:00,66.462
2013-02-20T00:00:00,66.6516
2013-02-19T00:00:00,66.8335
2013-02-18T00:00:00,66.6408
2013-02-17T00:00:00,66.6156
2013-02-16T00:00:00,66.6147
2013-02-15T00:00:00,66.6138
2013-02-14T00:00:00,66.8289
2013-02-13T00:00:00,66.7772
2013-02-12T00:00:00,66.6255
2013-02-11T00:00:00,66.5088
2013-02-10T00:00:00,66.5105
2013-02-09T00:00:00,66.5097
2013-02-08T00:00:00,66.5089
2013-02-07T00:00:00,66.5312
2013-02-06T00:00:00,66.4328
2013-02-05T00:00:00,66.6619
2013-02-04T00:00:00,66.3807
2013-02-03T00:00:00,66.57
2013-02-02T00:00:00,66.8044
2013-02-01T00:00:00,66.8038
2013-01-31T00:00:00,66.5609
2013-01-30T00:00:00,66.3949
2013-01-29T00:00:00,66.4087
2013-01-28T00:00:00,66.1762
2013-01-27T00:00:00,66.0392
2013-01-26T00:00:00,66.0386
2013-01-25T00:00:00,66.0381
2013-01-24T00:00:00,66.18
2013-01-23T00:00:00,65.9903
2013-01-22T00:00:00,65.966
2013-01-21T00:00:00,65.8615
2013-01-20T00:00:00,65.9178
2013-01-19T00:00:00,65.9173
2013-01-18T00:00:00,65.9169
2013-01-17T00:00:00,65.8625
2013-01-16T00:00:00,65.6396
2013-01-15T00:00:00,65.5919
2013-01-14T00:00:00,65.6935
2013-01-13T00:00:00,65.4568
2013-01-12T00:00:00,65.4564
2013-01-11T00:00:00,65.456
2013-01-10T00:00:00,65.5117
2013-01-09T00:00:00,65.216
2013-01-08T00:00:00,64.9961
2013-01-07T00:00:00,65.2341
2013-01-06T00:00:00,65.244
2013-01-05T00:00:00,65.2438
2013-01-04T00:00:00,65.2435
2013-01-03T00:00:00,64.9823
2013-01-02T00:00:00,65.0258
2013-01-01T00:00:00,64.6473
2012-12-31T00:00:00,64.6614
2012-12-30T00:00:00,64.2723
2012-12-29T00:00:00,64.272
2012-12-28T00:00:00,64.2718
2012-12-27T00:00:00,64.0916
2012-12-26T00:00:00,64.0281
2012-12-25T00:00:00,63.7091
2012-12-24T00:00:00,63.7088
2012-12-23T00:00:00,63.8891
2012-12-22T00:00:00,63.8884
2012-12-21T00:00:00,63.8877
2012-12-20T00:00:00,64.1665
2012-12-19T00:00:00,64.0327
2012-12-18T00:00:00,63.9223
2012-12-17T00:00:00,63.8353
2012-12-16T00:00:00,63.8663
2012-12-15T00:00:00,63.8658
2012-12-14T00:00:00,63.8653
2012-12-13T00:00:00,63.7026
2012-12-12T00:00:00,63.8271
2012-12-11T00:00:00,63.5116
2012-12-10T00:00:00,63.2699
2012-12-09T00:00:00,63.1588
2012-12-08T00:00:00,63.1583
2012-12-07T00:00:00,63.1578
2012-12-06T00:00:00,63.015
2012-12-05T00:00:00,62.7401
2012-12-04T00:00:00,62.4272
2012-12-03T00:00:00,62.0705
2012-12-02T00:00:00,62.0153
2012-12-01T00:00:00,62.0148
2012-11-30T00:00:00,62.0143
2012-11-29T00:00:00,62.2978
2012-11-28T00:00:00,62.0527
2012-11-27T00:00:00,62.0222
2012-11-26T00:00:00,62.0061
2012-11-25T00:00:00,62.1075
2012-11-24T00:00:00,62.1065
2012-11-23T00:00:00,62.1056
2012-11-22T00:00:00,61.8977
2012-11-21T00:00:00,61.9222
2012-11-20T00:00:00,62.1418
2012-11-19T00:00:00,61.9749
2012-11-18T00:00:00,61.6459
2012-11-17T00:00:00,61.6449
2012-11-16T00:00:00,61.6439
2012-11-15T00:00:00,61.623
2012-11-14T00:00:00,61.5542
2012-11-13T00:00:00,61.6392
2012-11-12T00:00:00,61.8162
2012-11-11T00:00:00,61.8273
2012-11-10T00:00:00,61.8264
2012-11-09T00:00:00,61.8254
2012-11-08T00:00:00,61.9641
2012-11-07T00:00:00,62.1249
2012-11-06T00:00:00,62.2775
2012-11-05T00:00:00,61.9701
2012-11-04T00:00:00,61.9372
2012-11-03T00:00:00,61.9362
